name,mana_value,color_identity,types,subtypes,set,year,rarity
Jungle Shrine,0.0,"G,R,W",Land,,ala,2008,2
Hour of Eternity,3.0,U,Sorcery,,hou,2017,3
Sword of the Animist,2.0,,"Legendary,Artifact",Equipment,ori,2015,3
"Ghalta, Primal Hunger",12.0,G,"Legendary,Creature","Elder,Dinosaur",rix,2018,3
Living Lightning,4.0,R,Creature,"Elemental,Shaman",jmp,2020,2
The Earth Crystal,4.0,G,"Legendary,Artifact",,pfin,2025,3
Temple of the Dragon Queen,0.0,,Land,,afr,2021,2
Dromad Purebred,5.0,W,Creature,"Camel,Beast",rav,2005,1
Mutiny,1.0,R,Sorcery,,rix,2018,1
Vedalken Ghoul,2.0,"B,U",Creature,"Vedalken,Zombie",arb,2009,1
"Jolrael, Empress of Beasts",5.0,G,"Legendary,Creature","Human,Spellshaper",pcy,2000,3
"A-Teferi, Time Raveler",4.0,"U,W","Legendary,Planeswalker",Teferi,war,2019,3
Fleshgrafter,3.0,B,Creature,"Human,Warrior",5dn,2004,1
"Kyler, Sigardian Emissary",5.0,"G,W","Legendary,Creature","Human,Cleric",mic,2021,4
Malfegor,6.0,"B,R","Legendary,Creature","Demon,Dragon",pcon,2009,4
Intangible Virtue,2.0,W,Enchantment,,isd,2011,2
Dingus Egg,4.0,,Artifact,,lea,1993,3
Brass's Bounty,7.0,R,Sorcery,,prix,2018,3
Martyr of Sands,1.0,W,Creature,"Human,Cleric",csp,2006,1
Sontaran General,5.0,R,Creature,"Alien,Soldier",who,2023,2
Ribbons of Night,5.0,"B,U",Sorcery,,rav,2005,2
Manifest,0.0,,Creature,,tfrf,2015,1
Verduran Enchantress,3.0,G,Creature,"Human,Druid",lea,1993,3
Propaganda,3.0,U,Enchantment,,tmp,1997,2
Granite Gargoyle,3.0,R,Creature,Gargoyle,lea,1993,3
Kelpie Guide,3.0,U,Creature,Beast,stx,2021,2
Flickerform,2.0,W,Enchantment,Aura,rav,2005,3
Twiddle,1.0,U,Instant,,lea,1993,1
"Ragost, Deft Gastronaut",2.0,"R,W","Legendary,Creature","Lobster,Citizen",eoe,2025,3
Earwig Squad,5.0,B,Creature,"Goblin,Rogue",mor,2008,3
Thought Monitor,7.0,U,"Artifact,Creature",Construct,pmh2,2021,3
Bloodtithe Harvester,2.0,"B,R",Creature,Vampire,vow,2021,2
Chandra's Incinerator,6.0,R,Creature,Elemental,pm21,2020,3
Smile at Death,5.0,W,Enchantment,,ptdm,2025,4
Mudslide,3.0,R,Enchantment,,ice,1995,3
Sylvan Tutor,1.0,G,Sorcery,,por,1997,3
Mizzium Tank,3.0,R,Artifact,Vehicle,pwar,2019,3
Surgehacker Mech,4.0,,Artifact,Vehicle,pneo,2022,3
Time Elemental,3.0,U,Creature,Elemental,leg,1994,3
Vengeance,4.0,W,Sorcery,,por,1997,2
Buried Ruin,0.0,,Land,,m12,2011,2
Sunpetal Grove,0.0,"G,W",Land,,m10,2009,3
Eusocial Engineering,5.0,G,Enchantment,,eoe,2025,2
Windfall,3.0,U,Sorcery,,usg,1998,2
Wrathful Red Dragon,5.0,R,Creature,Dragon,pclb,2022,3
Destiny Spinner,2.0,G,"Enchantment,Creature",Human,thb,2020,2
"Mangara, the Diplomat",4.0,W,"Legendary,Creature","Human,Cleric",m21,2020,4
Zombie Master,3.0,B,Creature,Zombie,lea,1993,3
"Alena, Kessig Trapper",5.0,R,"Legendary,Creature","Human,Scout",cmr,2020,2
Beast Attack,5.0,G,Instant,,ody,2001,2
Hopeful Initiate,1.0,W,Creature,"Human,Warlock",pvow,2021,3
Zuran Orb,0.0,,Artifact,,ice,1995,2
Armored Pegasus,2.0,W,Creature,Pegasus,por,1997,1
Vindictive Lich,4.0,B,Creature,"Zombie,Wizard",c17,2017,3
Kjeldoran Elite Guard,4.0,W,Creature,"Human,Soldier",ice,1995,2
Might Sliver,5.0,G,Creature,Sliver,tsp,2006,2
Pillage,3.0,R,Sorcery,,all,1996,2
Neverwinter Dryad,1.0,G,Creature,Dryad,afr,2021,1
Shenanigans,2.0,R,Sorcery,,mh1,2019,1
Old-Growth Troll,3.0,G,Creature,"Troll,Warrior",khm,2021,3
Personal Incarnation,6.0,W,Creature,"Avatar,Incarnation",lea,1993,3
Graven Cairns,0.0,"B,R",Land,,fut,2007,3
Fiery Confluence,4.0,R,Sorcery,,c15,2015,3
Goblin Offensive,3.0,R,Sorcery,,usg,1998,2
Lurking Informant,2.0,"B,U",Creature,"Human,Rogue",rav,2005,1
Brokers Ascendancy,3.0,"G,U,W",Enchantment,,psnc,2022,3
Grove Rumbler,4.0,"G,R",Creature,Elemental,bfz,2015,2
Dimir Aqueduct,0.0,"B,U",Land,,rav,2005,1
Dusk Charger,4.0,B,Creature,Horse,rix,2018,1
Unruly Mob,2.0,W,Creature,Human,isd,2011,1
Ferocious Zheng,4.0,G,Creature,"Cat,Beast",gs1,2018,1
Overcome,5.0,G,Sorcery,,hou,2017,2
Aether Spike,2.0,U,Instant,,mh3,2024,1
Basic Conjuration,3.0,G,Sorcery,Lesson,pstx,2021,3
Ichor Wellspring,2.0,,Artifact,,mbs,2011,1
Shattered Angel,5.0,W,Creature,"Phyrexian,Angel",nph,2011,2
Celestial Ancient,5.0,W,Creature,Elemental,dis,2006,3
Gravebreaker Lamia,5.0,B,"Enchantment,Creature","Snake,Lamia",pthb,2020,3
Verdurous Gearhulk,5.0,G,"Artifact,Creature",Construct,kld,2016,4
Coastline Chimera,4.0,"U,W",Creature,Chimera,ths,2013,1
Scathe Zombies,3.0,B,Creature,Zombie,lea,1993,1
Harrow,3.0,G,Instant,,tmp,1997,2
Tuinvale Guide,4.0,W,Creature,"Faerie,Scout",woe,2023,1
Drover of the Mighty,2.0,G,Creature,"Human,Druid",xln,2017,2
Ayara's Oathsworn,2.0,B,Creature,"Human,Knight",mat,2023,3
Garruk Wildspeaker,4.0,G,"Legendary,Planeswalker",Garruk,lrw,2007,3
Ripples of Undeath,2.0,B,Enchantment,,mh3,2024,3
Fierce Invocation,5.0,R,Sorcery,,ugin,2015,1
"Gerrard, Weatherlight Hero",4.0,"R,W","Legendary,Creature","Human,Soldier",c19,2019,3
Humble,2.0,W,Instant,,usg,1998,2
Ranger's Guile,1.0,G,Instant,,isd,2011,1
Crushing Canopy,3.0,G,Instant,,xln,2017,1
Fire-Lit Thicket,0.0,"G,R",Land,,shm,2008,3
Gather Courage,1.0,G,Instant,,rav,2005,1
Standing Troops,3.0,W,Creature,"Human,Soldier",exo,1998,1
Calamity's Wake,2.0,W,Instant,,bro,2022,2
Cloudfin Raptor,1.0,U,Creature,"Bird,Mutant",gtc,2013,1
"Vraan, Executioner Thane",2.0,B,"Legendary,Creature","Phyrexian,Vampire",one,2023,3
Cremate,1.0,B,Instant,,inv,2000,2
Word of Command,2.0,B,Instant,,lea,1993,3
Bog Wraith,4.0,B,Creature,Wraith,lea,1993,2
"Danitha Capashen, Paragon",3.0,W,"Legendary,Creature","Human,Knight",pdom,2018,2
Drudge Skeletons,2.0,B,Creature,Skeleton,lea,1993,1
"Rosnakht, Heir of Rohgahh",1.0,R,"Legendary,Creature","Kobold,Warrior",dmc,2022,3
Ardent Plea,3.0,"U,W",Enchantment,,arb,2009,2
Priest of Iroas,1.0,"R,W",Creature,"Human,Cleric",ths,2013,1
Professor Onyx,6.0,B,"Legendary,Planeswalker",Liliana,stx,2021,4
Urza's Sylex,3.0,W,"Legendary,Artifact",,pbro,2022,4
"Kykar, Wind's Fury",4.0,"R,U,W","Legendary,Creature","Bird,Wizard",pm20,2019,4
"Idris, Soul of the TARDIS",3.0,"R,U","Legendary,Creature","Human,Incarnation",who,2023,3
Skyclave Cleric // Skyclave Basilica,2.0,W,Creature,"Kor,Cleric,//,Land",znr,2020,2
Blot Out the Sky,2.0,"B,W",Sorcery,,stx,2021,4
Horizon Canopy,0.0,"G,W",Land,,fut,2007,3
Grand Arbiter Augustin IV,4.0,"U,W","Legendary,Creature","Human,Advisor",dis,2006,3
Tiger Claws,3.0,G,Enchantment,Aura,mmq,1999,1
Reservoir Kraken,4.0,U,Creature,Kraken,snc,2022,3
Deep Analysis,4.0,U,Sorcery,,tor,2002,1
Storm-Kiln Artist,4.0,R,Creature,"Dwarf,Shaman",stx,2021,2
Undead Warchief,4.0,B,Creature,Zombie,scg,2003,2
Gliding Licid,3.0,U,Creature,Licid,sth,1998,2
"Cid, Timeless Artificer",4.0,"U,W","Legendary,Creature","Human,Artificer",fin,2025,2
Index,1.0,U,Sorcery,,apc,2001,1
Aggravated Assault,3.0,R,Enchantment,,ons,2002,3
"Minsc & Boo, Timeless Heroes",4.0,"G,R","Legendary,Planeswalker",Minsc,clb,2022,4
Flare of Denial,3.0,U,Instant,,mh3,2024,3
Chainer's Edict,2.0,B,Sorcery,,tor,2002,2
Lhurgoyf,4.0,G,Creature,Lhurgoyf,ice,1995,3
Flying Carpet,4.0,,Artifact,,arn,1993,2
Exclude,3.0,U,Instant,,inv,2000,1
Assimilation Aegis,3.0,"U,W",Artifact,Equipment,otj,2024,4
Mycoloth,5.0,G,Creature,Fungus,ala,2008,3
Eye of Yawgmoth,3.0,,Artifact,,nem,2000,3
Valiant Changeling,7.0,W,Creature,Shapeshifter,mh1,2019,2
"Jor Kadeen, First Goldwarden",2.0,"R,W","Legendary,Creature","Human,Rebel",one,2023,3
Nimble Larcenist,3.0,"B,U,W",Creature,"Bird,Rogue",snc,2022,2
Ember-Fist Zubera,2.0,R,Creature,"Zubera,Spirit",chk,2004,1
Solitude,5.0,W,Creature,"Elemental,Incarnation",pmh2,2021,4
Intrude on the Mind,5.0,U,Instant,,pmkm,2024,4
Weaponized Scrap,4.0,,"Artifact,Creature",Construct,cmb1,2019,3
"Satsuki, the Living Lore",2.0,"G,W","Legendary,Creature","Human,Druid",neo,2022,3
Vanquish the Horde,8.0,W,Sorcery,,mid,2021,3
"Toski, Bearer of Secrets",4.0,G,"Legendary,Creature",Squirrel,khm,2021,3
Devour Flesh,2.0,B,Instant,,gtc,2013,1
Brotherhood Spy,2.0,U,Creature,"Human,Assassin",acr,2024,2
Mirkwood Elk,6.0,G,Creature,Elk,ltc,2023,3
Western Paladin,4.0,B,Creature,"Phyrexian,Zombie,Knight",usg,1998,3
Secret Plans,2.0,"G,U",Enchantment,,ktk,2014,2
Hedge Shredder,4.0,G,Artifact,Vehicle,dsk,2024,3
Prized Elephant,4.0,"G,W",Creature,Elephant,m13,2012,2
Pikemen,2.0,W,Creature,"Human,Soldier",drk,1994,1
Explosive Vegetation,4.0,G,Sorcery,,ons,2002,2
Magmaw,5.0,R,Creature,Elemental,roe,2010,3
"Niv-Mizzet, the Firemind",6.0,"R,U","Legendary,Creature","Dragon,Wizard",gpt,2006,3
Opt,1.0,U,Instant,,inv,2000,1
Night of Souls' Betrayal,4.0,B,"Legendary,Enchantment",,chk,2004,3
Steadfast Unicorn,1.0,W,Creature,Unicorn,clb,2022,1
Errantry,2.0,R,Enchantment,Aura,ice,1995,1
Stinging Lionfish,2.0,U,"Enchantment,Creature",Fish,thb,2020,2
Imperial Seal,1.0,B,Sorcery,,ptk,1999,3
Rude Awakening,5.0,G,Sorcery,,5dn,2004,3
Torment of Scarabs,4.0,B,Enchantment,"Aura,Curse",hou,2017,2
Blizzard Specter,4.0,"B,U","Snow,Creature",Specter,csp,2006,2
Nature's Rhythm,2.0,G,Sorcery,,ptdm,2025,3
Aboleth Spawn,3.0,U,Creature,"Fish,Horror",clb,2022,3
Canyon Wildcat,2.0,R,Creature,Cat,tmp,1997,1
"Buxton, Decorated Host",6.0,"G,W","Legendary,Creature","Rabbit,Noble",yblb,2024,4
Pull Under,6.0,B,Instant,Arcane,chk,2004,1
"Oko, Thief of Crowns",3.0,"G,U","Legendary,Planeswalker",Oko,peld,2019,4
"Koth, Fire of Resistance",4.0,R,"Legendary,Planeswalker",Koth,pone,2023,3
"Yarus, Roar of the Old Gods",4.0,"G,R","Legendary,Creature","Centaur,Druid",pmkm,2024,3
The Wretched,5.0,B,Creature,Demon,leg,1994,3
Drakewing Krasis,3.0,"G,U",Creature,"Lizard,Drake",gtc,2013,1
Reaper of the Wilds,4.0,"B,G",Creature,Gorgon,ths,2013,3
Overwhelm,7.0,G,Sorcery,,psal,2005,2
"Kess, Dissident Mage",4.0,"B,R,U","Legendary,Creature","Human,Wizard",pz2,2016,4
One with the Machine,4.0,U,Sorcery,,pm19,2018,3
Shambling Remains,3.0,"B,R",Creature,"Zombie,Horror",con,2009,2
Die Young,2.0,B,Sorcery,,kld,2016,1
"Kellan, Daring Traveler // Journey On",2.0,"G,W","Legendary,Creature","Human,Faerie,Scout,//,Sorcery,—,Adventure",lci,2023,3
Vraska's Fall,3.0,B,Instant,,one,2023,1
Breath Weapon,3.0,R,Instant,,clb,2022,1
Will-Forged Golem,6.0,,"Artifact,Creature",Golem,m15,2014,1
Bojuka Bog,0.0,B,Land,,wwk,2010,1
Viashino Sandstalker,3.0,R,Creature,"Lizard,Warrior",mgb,1996,3
Nissa's Pilgrimage,3.0,G,Sorcery,,ori,2015,1
Braulios of Pheres Band,5.0,G,"Legendary,Creature","Centaur,Scout",j25,2024,2
Green Sun's Zenith,1.0,G,Sorcery,,mbs,2011,3
Timely Interference,1.0,"R,U",Instant,,dmu,2022,1
Fealty to the Realm,5.0,U,Enchantment,Aura,ltc,2023,3
Meekstone,1.0,,Artifact,,lea,1993,3
Force of Vigor,4.0,G,Instant,,mh1,2019,3
Spiteful Returned,2.0,B,"Enchantment,Creature",Zombie,bng,2014,2
Scaled Behemoth,6.0,G,Creature,Crocodile,akh,2017,2
Predatory Nightstalker,5.0,B,Creature,Nightstalker,p02,1998,2
Dragonkin Berserker,2.0,R,Creature,"Human,Berserker",pkhm,2021,3
Planewide Disaster,0.0,,Phenomenon,,opc2,2012,1
"Boseiju, Who Shelters All",0.0,,"Legendary,Land",,chk,2004,3
Goblin Tomb Raider,1.0,R,Creature,"Goblin,Pirate",lci,2023,1
Dune Diviner,3.0,G,Creature,"Snake,Cleric",hou,2017,2
Saruman of Many Colors,6.0,"B,U,W","Legendary,Creature","Avatar,Wizard",ltr,2023,4
Crashing Drawbridge,2.0,,"Artifact,Creature",Wall,eld,2019,1
Thallid,1.0,G,Creature,Fungus,fem,1994,1
Cryptic Command,4.0,U,Instant,,lrw,2007,3
Wizard's Spellbook,7.0,U,Artifact,,pafr,2021,3
Blighted Agent,2.0,U,Creature,"Phyrexian,Human,Rogue",nph,2011,1
Minds Aglow,1.0,U,Sorcery,,cmd,2011,3
"Gonti, Lord of Luxury",4.0,B,"Legendary,Creature","Aetherborn,Rogue",kld,2016,3
Undead Butler,2.0,B,Creature,Zombie,vow,2021,2
Evermind,0.0,U,Instant,Arcane,sok,2005,2
Seeker of the Way,2.0,W,Creature,"Human,Warrior",ktk,2014,2
Grim Haruspex,3.0,B,Creature,"Human,Wizard",pktk,2014,3
Rag Man,4.0,B,Creature,"Human,Minion",drk,1994,3
Relentless Hunter,3.0,"G,R",Creature,"Human,Warrior",ogw,2016,2
"Noyan Dar, Roil Shaper",5.0,"U,W","Legendary,Creature","Merfolk,Ally",bfz,2015,3
Sentry of the Underworld,5.0,"B,W",Creature,"Griffin,Skeleton",ths,2013,2
Ivy Seer,4.0,G,Creature,"Elf,Wizard",uds,1999,2
Sightless Ghoul,4.0,B,Creature,"Zombie,Soldier",dka,2012,1
Jokulhaups,6.0,R,Sorcery,,ice,1995,3
"Gavi, Nest Warden",5.0,"R,U,W","Legendary,Creature","Human,Shaman",oc20,2020,4
Bottle Gnomes,3.0,,"Artifact,Creature",Gnome,tmp,1997,2
Field of Souls,4.0,W,Enchantment,,tmp,1997,3
Sacred White Deer,2.0,G,Creature,Elk,gs1,2018,2
Pillar of Light,3.0,W,Instant,,m15,2014,1
Stormsplitter,4.0,R,Creature,"Otter,Wizard",pblb,2024,4
Jungle Hollow,0.0,"B,G",Land,,ktk,2014,1
Grotesque Mutation,2.0,B,Instant,,soi,2016,1
Disdainful Stroke,2.0,U,Instant,,ktk,2014,1
Soul Collector,5.0,B,Creature,Vampire,pscg,2003,3
Nullpriest of Oblivion,2.0,B,Creature,"Vampire,Cleric",pznr,2020,3
Gandalf the White,5.0,W,"Legendary,Creature","Avatar,Wizard",pltr,2023,4
Conformer Shuriken,2.0,,"Legendary,Artifact",Equipment,fic,2025,3
Dauthi Marauder,3.0,B,Creature,"Dauthi,Minion",tmp,1997,1
Emeria Angel,4.0,W,Creature,Angel,zen,2009,3
Dragonlord Ojutai,5.0,"U,W","Legendary,Creature","Elder,Dragon",pdtk,2015,4
Vendilion Clique,3.0,U,"Legendary,Creature","Faerie,Wizard",mor,2008,3
"Jin-Gitaxias, Progress Tyrant",7.0,U,"Legendary,Creature","Phyrexian,Praetor",neo,2022,4
Nip Gwyllion,1.0,"B,W",Creature,Hag,eve,2008,1
Assault Intercessor,3.0,"B,W",Creature,"Astartes,Warrior",40k,2022,3
Agatha's Soul Cauldron,2.0,,"Legendary,Artifact",,woe,2023,4
Bravado,2.0,R,Enchantment,Aura,usg,1998,1
Isperia's Skywatch,6.0,U,Creature,"Vedalken,Knight",rtr,2012,1
Mardu Heart-Piercer,4.0,R,Creature,"Human,Archer",ddn,2014,2
Sterling Keykeeper,2.0,W,Creature,"Human,Mercenary",otj,2024,1
Maelstrom Pulse,3.0,"B,G",Sorcery,,arb,2009,3
Hobbit's Sting,2.0,W,Instant,,ltr,2023,1
Sphere of Annihilation,1.0,B,Artifact,,pafr,2021,3
Rise from the Grave,5.0,B,Sorcery,,m10,2009,2
Sneak Attack,4.0,R,Enchantment,,usg,1998,3
Serendib Efreet,3.0,U,Creature,Efreet,arn,1993,3
Sphere of Resistance,2.0,,Artifact,,exo,1998,3
Blossoming Sands,0.0,"G,W",Land,,ktk,2014,1
Dawn of a New Age,2.0,W,Enchantment,,ltr,2023,4
Extinguish the Light,4.0,B,Instant,,dmu,2022,1
Tyvar the Bellicose,4.0,"B,G","Legendary,Creature","Elf,Warrior",mat,2023,4
"Miirym, Sentinel Wyrm",6.0,"G,R,U","Legendary,Creature","Dragon,Spirit",pclb,2022,3
"Isshin, Two Heavens as One",3.0,"B,R,W","Legendary,Creature","Human,Samurai",pneo,2022,3
"Heliod, Sun-Crowned",3.0,W,"Legendary,Enchantment,Creature",God,thb,2020,4
Hour of Revelation,6.0,W,Sorcery,,hou,2017,3
Thorned Moloch,3.0,R,Creature,Lizard,hou,2017,1
Lantern of Insight,1.0,,Artifact,,5dn,2004,2
Lifespring Druid,3.0,G,Creature,"Elf,Druid",bfz,2015,1
Scheming Symmetry,1.0,B,Sorcery,,m20,2019,3
Drown in the Loch,2.0,"B,U",Instant,,eld,2019,2
Silverquill Silencer,2.0,"B,W",Creature,"Human,Cleric",stx,2021,3
Clockspinning,1.0,U,Instant,,tsp,2006,1
Rorix Bladewing,6.0,R,"Legendary,Creature",Dragon,ons,2002,3
Noxious Dragon,6.0,B,Creature,Dragon,frf,2015,2
Arcane Signet,2.0,,Artifact,,eld,2019,1
Mistmeadow Witch,2.0,"U,W",Creature,"Kithkin,Wizard",shm,2008,2
Currency Converter,1.0,,Artifact,,ncc,2022,3
Krosan Tusker,7.0,G,Creature,"Boar,Beast",ons,2002,1
Merfolk Seastalkers,4.0,U,Creature,"Merfolk,Scout",zen,2009,2
The Rani,4.0,"B,R,U","Legendary,Creature","Time,Lord,Scientist",who,2023,3
"Rusko, Clockmaker",4.0,"B,U","Legendary,Creature","Human,Artificer",ybro,2022,3
Haunted Ridge,0.0,"B,R",Land,,pmid,2021,3
"Oathkeeper, Takeno's Daisho",3.0,,"Legendary,Artifact",Equipment,chk,2004,3
Magma Sliver,4.0,R,Creature,Sliver,lgn,2003,3
Hymn to Tourach,2.0,B,Sorcery,,fem,1994,1
Gilded Light,2.0,W,Instant,,scg,2003,2
Dictate of Kruphix,3.0,U,Enchantment,,pjou,2014,3
Swiftfoot Boots,2.0,,Artifact,Equipment,m12,2011,2
"Pippin, Warden of Isengard",2.0,"B,G","Legendary,Creature","Halfling,Advisor",ltc,2023,3
Timid Drake,3.0,U,Creature,Drake,wth,1997,2
Evolving Door,3.0,G,Artifact,,snc,2022,3
Timetwister,3.0,U,Sorcery,,lea,1993,3
Oketra's Monument,3.0,,"Legendary,Artifact",,akh,2017,2
Earthquake,1.0,R,Sorcery,,lea,1993,3
Purphoros's Intervention,1.0,R,Sorcery,,pthb,2020,3
Academic Probation,2.0,W,Sorcery,Lesson,pstx,2021,3
Lightwalker,2.0,W,Creature,"Human,Warrior",dtk,2015,1
Fervent Champion,1.0,R,Creature,"Human,Knight",peld,2019,3
"Dwynen, Gilt-Leaf Daen",4.0,G,"Legendary,Creature","Elf,Warrior",ori,2015,3
Angler Turtle,7.0,U,Creature,Turtle,g18,2018,3
Everflowing Chalice,0.0,,Artifact,,wwk,2010,2
Grotag Siege-Runner,2.0,R,Creature,"Goblin,Rogue",roe,2010,1
"Adriana, Captain of the Guard",5.0,"R,W","Legendary,Creature","Human,Knight",cn2,2016,3
Battle Squadron,5.0,R,Creature,Goblin,mmq,1999,3
Caller of the Claw,3.0,G,Creature,Elf,lgn,2003,3
Hardened Scales,1.0,G,Enchantment,,pktk,2014,3
Meandering River,0.0,"U,W",Land,,ogw,2016,2
Burning Prophet,2.0,R,Creature,"Human,Wizard",war,2019,1
"Ragnarok, Divine Deliverance",7.0,"B,G","Legendary,Creature","Beast,Avatar",fin,2025,2
"Melek, Reforged Researcher",5.0,"R,U","Legendary,Creature","Weird,Detective",mkm,2024,4
Osai Vultures,2.0,W,Creature,Bird,leg,1994,1
Llanowar Elves,1.0,G,Creature,"Elf,Druid",lea,1993,1
Relic Crush,5.0,G,Instant,,zen,2009,1
Temple of Malady,0.0,"B,G",Land,,jou,2014,3
Break the Ice,2.0,B,Sorcery,,mh2,2021,2
Strionic Resonator,2.0,,Artifact,,m14,2013,3
"Kroxa, Titan of Death's Hunger",2.0,"B,R","Legendary,Creature","Elder,Giant",pthb,2020,4
Gilded Sentinel,4.0,,"Artifact,Creature",Golem,xln,2017,1
Rakdos Signet,2.0,"B,R",Artifact,,dis,2006,1
Dig Through Time,8.0,U,Instant,,pktk,2014,3
Gathan Raiders,5.0,R,Creature,"Human,Warrior",fut,2007,1
Thicket Basilisk,5.0,G,Creature,Basilisk,lea,1993,2
Archipelagore,7.0,U,Creature,Leviathan,iko,2020,2
Turn // Burn,5.0,"R,U","Instant,//,Instant",,dgm,2013,2
Joraga Invocation,6.0,G,Sorcery,,ori,2015,2
Wasteland Scorpion,3.0,B,Creature,Scorpion,akh,2017,1
Archfiend of the Dross,4.0,B,Creature,"Phyrexian,Demon",one,2023,3
Lure,3.0,G,Enchantment,Aura,lea,1993,2
Smirking Spelljacker,5.0,U,Creature,"Djinn,Wizard,Rogue",otc,2024,3
"Fblthp, Lost on the Range",3.0,U,"Legendary,Creature",Homunculus,otj,2024,3
"Godo, Bandit Warlord",6.0,R,"Legendary,Creature","Human,Barbarian",chk,2004,3
Rampant Growth,2.0,G,Sorcery,,mir,1996,1
The Fair Basilica,0.0,W,Land,Sphere,one,2023,1
Hellkite Igniter,7.0,R,Creature,Dragon,mbs,2011,3
Lightning Axe,1.0,R,Instant,,tsp,2006,1
Tendrils of Corruption,4.0,B,Instant,,tsp,2006,1
Darkwater Catacombs,0.0,"B,U",Land,,ody,2001,3
Skirsdag High Priest,2.0,B,Creature,"Human,Cleric",isd,2011,3
Hamletback Goliath,7.0,R,Creature,"Giant,Warrior",lrw,2007,3
Raven Clan War-Axe,3.0,"R,W",Artifact,Equipment,acr,2024,3
Trained Jackal,1.0,G,Creature,Jackal,ptk,1999,1
"Ith, High Arcanist",7.0,"U,W","Legendary,Creature","Human,Wizard",tsp,2006,3
Book Devourer,6.0,R,Creature,Beast,grn,2018,2
Harsh Deceiver,4.0,W,Creature,Spirit,chk,2004,1
Blasphemous Edict,5.0,B,Sorcery,,fdn,2024,3
Logic Knot,2.0,U,Instant,,fut,2007,1
"Silvos, Rogue Elemental",6.0,G,"Legendary,Creature",Elemental,ons,2002,3
Dauntless Aven,3.0,W,Creature,"Bird,Warrior",hou,2017,1
Sling-Gang Lieutenant,4.0,B,Creature,Goblin,mh1,2019,2
Icy Manipulator,4.0,,Artifact,,lea,1993,2
Sentinel Spider,5.0,G,Creature,Spider,m13,2012,1
Excogitator Sphinx,4.0,U,Creature,"Sphinx,Detective",ymkm,2024,3
Death-Mask Duplicant,7.0,,"Artifact,Creature",Shapeshifter,dst,2004,2
Disciple of Bolas,4.0,B,Creature,"Human,Wizard",m13,2012,3
"Anya, Merciless Angel",5.0,"R,W","Legendary,Creature",Angel,c15,2015,4
Over the Top,7.0,R,Sorcery,,bro,2022,3
Swashbuckling,2.0,R,Enchantment,Aura,xln,2017,1
Y'shtola Rhul,6.0,U,"Legendary,Creature","Cat,Druid",pfin,2025,4
Skewer the Critics,3.0,R,Sorcery,,rna,2019,1
Mortarpod,2.0,,Artifact,Equipment,mbs,2011,2
Blood Burglar,2.0,B,Creature,"Vampire,Rogue",m20,2019,1
Tormenting Voice,2.0,R,Sorcery,,ktk,2014,1
Urza's Avenger,6.0,,"Artifact,Creature",Shapeshifter,atq,1994,3
Temple of Enlightenment,0.0,"U,W",Land,,bng,2014,3
Death Mutation,8.0,"B,G",Sorcery,,apc,2001,2
Sergeant John Benton,3.0,"G,W","Legendary,Creature","Human,Soldier",who,2023,3
Svyelun of Sea and Sky,3.0,U,"Legendary,Creature","Merfolk,God",pmh2,2021,4
Deadly Cover-Up,5.0,B,Sorcery,,mkm,2024,3
Arbiter of the Ideal,6.0,U,Creature,Sphinx,pbng,2014,3
Echoing Ruin,2.0,R,Sorcery,,dst,2004,1
Whirlpool Warrior,3.0,"R,U",Creature,"Merfolk,Warrior",apc,2001,3
Masked Admirers,4.0,G,Creature,"Elf,Shaman",lrw,2007,3
Mace of the Valiant,3.0,W,Artifact,Equipment,eld,2019,3
Opulent Palace,0.0,"B,G,U",Land,,ktk,2014,2
Spiteful Sliver,3.0,R,Creature,Sliver,mh1,2019,3
Lord of the Pit,7.0,B,Creature,Demon,lea,1993,3
Rumbling Aftershocks,5.0,R,Enchantment,,wwk,2010,2
Arms Scavenger,2.0,R,Creature,"Human,Warrior",ymid,2021,3
Seize the Spotlight,3.0,R,Sorcery,,ncc,2022,3
Necromaster Dragon,5.0,"B,U",Creature,Dragon,pdtk,2015,3
Soul Separator,3.0,,Artifact,,pemn,2016,3
Spell Swindle,5.0,U,Instant,,xln,2017,3
Feroz's Ban,6.0,,Artifact,,hml,1995,3
The Scarab God,5.0,"B,U","Legendary,Creature",God,mp2,2017,0
Dragonback Lancer,4.0,W,Creature,"Human,Soldier",tdm,2025,1
Vanguard of the Rose,2.0,W,Creature,"Vampire,Knight",lci,2023,2
Alabaster Dragon,6.0,W,Creature,Dragon,por,1997,3
Temple of Abandon,0.0,"G,R",Land,,ths,2013,3
Asylum Visitor,2.0,B,Creature,"Vampire,Wizard",soi,2016,3
Planeswalker's Mirth,3.0,W,Enchantment,,pls,2001,3
Call to Heel,2.0,U,Instant,,ala,2008,1
Black Knight,2.0,B,Creature,"Human,Knight",lea,1993,2
Nadir Kraken,3.0,U,Creature,Kraken,thb,2020,3
Perforator Crocodile,6.0,B,Creature,Crocodile,ymkm,2024,4
"Quina, Qu Gourmet",3.0,G,"Legendary,Creature",Qu,fin,2025,2
Prophet of the Scarab,5.0,U,Creature,"Zombie,Wizard",drc,2025,3
Proft's Eidetic Memory,2.0,U,"Legendary,Enchantment",,pmkm,2024,3
Champion of Lambholt,3.0,G,Creature,"Human,Warrior",avr,2012,3
"Greasefang, Okiba Boss",3.0,"B,W","Legendary,Creature","Rat,Pilot",neo,2022,3
