name,mana_value,color_identity,types,subtypes,set,year,rarity
Urza's Power Plant,0.0,,Land,"Urza's,Power-Plant",atq,1994,common
Grim Giganotosaurus,7.0,"B,G",Creature,Dinosaur,rex,2023,rare
Tolarian Scholar,3.0,U,Creature,"Human,Wizard",dom,2018,common
Lightkeeper of Emeria,4.0,W,Creature,Angel,wwk,2010,uncommon
Bloodlust Inciter,1.0,R,Creature,"Human,Warrior",akh,2017,common
Stormscale Anarch,4.0,R,Creature,"Lizard,Shaman",dis,2006,rare
Drifting Shade,4.0,B,Creature,Shade,m12,2011,common
Sheltered Thicket,0.0,"G,R",Land,"Mountain,Forest",pakh,2017,rare
Angel of Glory's Rise,7.0,W,Creature,Angel,avr,2012,rare
Desolate Mire,0.0,"B,W",Land,,pip,2024,rare
Fiery Hellhound,3.0,R,Creature,"Elemental,Dog",m10,2009,common
Goblin Chariot,3.0,R,Creature,"Goblin,Warrior",s99,1999,common
Cloudform,3.0,U,Enchantment,,frf,2015,uncommon
Bishop's Soldier,2.0,W,Creature,"Vampire,Soldier",xln,2017,common
Luxury Suite,0.0,"B,R",Land,,bbd,2018,rare
Goblin Warchief,3.0,R,Creature,"Goblin,Warrior",scg,2003,uncommon
Song of the Dryads,3.0,G,Enchantment,Aura,c14,2014,rare
Gorger Wurm,5.0,"G,R",Creature,Wurm,arb,2009,common
Cut of the Profits,2.0,B,Sorcery,,snc,2022,rare
Ghostly Prison,3.0,W,Enchantment,,chk,2004,uncommon
"Lathiel, the Bounteous Dawn",4.0,"G,W","Legendary,Creature",Unicorn,cmr,2020,rare
"Baylen, the Haymaker",3.0,"G,R,W","Legendary,Creature","Rabbit,Warrior",blb,2024,rare
Goblin Lore,2.0,R,Sorcery,,p02,1998,uncommon
Lava Serpent,6.0,R,Creature,"Elemental,Serpent",iko,2020,common
Aethertorch Renegade,3.0,R,Creature,"Human,Rogue",kld,2016,uncommon
Skarrg Guildmage,2.0,"G,R",Creature,"Human,Shaman",gtc,2013,uncommon
"Gríma, Saruman's Footman",4.0,"B,U","Legendary,Creature","Human,Advisor",ltc,2023,rare
Sliver,0.0,,"Token,Creature",Sliver,p03,2003,common
Petals of Insight,5.0,U,Sorcery,Arcane,chk,2004,uncommon
Opportunity,6.0,U,Instant,,ulg,1999,uncommon
Foster,4.0,G,Enchantment,,mmq,1999,rare
Faerie Noble,3.0,G,Creature,"Faerie,Noble",hml,1995,rare
Temple of Epiphany,0.0,"R,U",Land,,jou,2014,rare
Rapid Hybridization,1.0,U,Instant,,gtc,2013,uncommon
Solemn Simulacrum,4.0,,"Artifact,Creature",Golem,mrd,2003,rare
"Kylox, Visionary Inventor",7.0,"R,U","Legendary,Creature","Lizard,Artificer",mkm,2024,rare
Canker Abomination,4.0,"B,G",Creature,"Treefolk,Horror",eve,2008,uncommon
"Jin-Gitaxias, Core Augur",10.0,U,"Legendary,Creature","Phyrexian,Praetor",nph,2011,mythic
Truga Jungle,0.0,,Plane,Ergamon,opc2,2012,common
"Eivor, Wolf-Kissed",6.0,"G,R,W","Legendary,Creature","Human,Assassin,Warrior",acr,2024,mythic
Relentless Assault,4.0,R,Sorcery,,vis,1997,rare
Steel Squirrel,2.0,,"Artifact,Creature",Squirrel,ust,2017,uncommon
Arcane Encyclopedia,3.0,,Artifact,,m19,2018,uncommon
Dissipate,3.0,U,Instant,,mir,1996,uncommon
Taiga,0.0,"G,R",Land,"Mountain,Forest",lea,1993,rare
Air Servant,5.0,U,Creature,Elemental,m11,2010,uncommon
Beast-Kin Ranger,3.0,G,Creature,"Elf,Ranger",fdn,2024,common
Parallel Lives,4.0,G,Enchantment,,isd,2011,rare
Smite the Monstrous,4.0,W,Instant,,isd,2011,common
Jungle Shrine,0.0,"G,R,W",Land,,ala,2008,uncommon
Hour of Eternity,3.0,U,Sorcery,,hou,2017,rare
Sword of the Animist,2.0,,"Legendary,Artifact",Equipment,ori,2015,rare
"Ghalta, Primal Hunger",12.0,G,"Legendary,Creature","Elder,Dinosaur",rix,2018,rare
Living Lightning,4.0,R,Creature,"Elemental,Shaman",jmp,2020,uncommon
The Earth Crystal,4.0,G,"Legendary,Artifact",,pfin,2025,rare
Temple of the Dragon Queen,0.0,,Land,,afr,2021,uncommon
Dromad Purebred,5.0,W,Creature,"Camel,Beast",rav,2005,common
Mutiny,1.0,R,Sorcery,,rix,2018,common
Vedalken Ghoul,2.0,"B,U",Creature,"Vedalken,Zombie",arb,2009,common
"Jolrael, Empress of Beasts",5.0,G,"Legendary,Creature","Human,Spellshaper",pcy,2000,rare
"A-Teferi, Time Raveler",4.0,"U,W","Legendary,Planeswalker",Teferi,war,2019,rare
Fleshgrafter,3.0,B,Creature,"Human,Warrior",5dn,2004,common
"Kyler, Sigardian Emissary",5.0,"G,W","Legendary,Creature","Human,Cleric",mic,2021,mythic
Malfegor,6.0,"B,R","Legendary,Creature","Demon,Dragon",pcon,2009,mythic
Intangible Virtue,2.0,W,Enchantment,,isd,2011,uncommon
Cat,0.0,G,"Token,Creature",Cat,tm21,2020,common
Dingus Egg,4.0,,Artifact,,lea,1993,rare
Brass's Bounty,7.0,R,Sorcery,,prix,2018,rare
Martyr of Sands,1.0,W,Creature,"Human,Cleric",csp,2006,common
Sontaran General,5.0,R,Creature,"Alien,Soldier",who,2023,uncommon
Ribbons of Night,5.0,"B,U",Sorcery,,rav,2005,uncommon
Monster Territory,0.0,,Card,,fdmu,2022,common
Faerie,0.0,U,"Token,Creature",Faerie,teld,2019,common
Manifest,0.0,,Creature,,tfrf,2015,common
Verduran Enchantress,3.0,G,Creature,"Human,Druid",lea,1993,rare
Propaganda,3.0,U,Enchantment,,tmp,1997,uncommon
Granite Gargoyle,3.0,R,Creature,Gargoyle,lea,1993,rare
Kelpie Guide,3.0,U,Creature,Beast,stx,2021,uncommon
Flickerform,2.0,W,Enchantment,Aura,rav,2005,rare
Twiddle,1.0,U,Instant,,lea,1993,common
Food,0.0,,"Token,Artifact",Food,teld,2019,common
"Ragost, Deft Gastronaut",2.0,"R,W","Legendary,Creature","Lobster,Citizen",eoe,2025,rare
Earwig Squad,5.0,B,Creature,"Goblin,Rogue",mor,2008,rare
Thought Monitor,7.0,U,"Artifact,Creature",Construct,pmh2,2021,rare
Bloodtithe Harvester,2.0,"B,R",Creature,Vampire,vow,2021,uncommon
Chandra's Incinerator,6.0,R,Creature,Elemental,pm21,2020,rare
Mordor,0.0,,Card,,fltr,2023,common
Smile at Death,5.0,W,Enchantment,,ptdm,2025,mythic
Mudslide,3.0,R,Enchantment,,ice,1995,rare
Sylvan Tutor,1.0,G,Sorcery,,por,1997,rare
Mizzium Tank,3.0,R,Artifact,Vehicle,pwar,2019,rare
Surgehacker Mech,4.0,,Artifact,Vehicle,pneo,2022,rare
Time Elemental,3.0,U,Creature,Elemental,leg,1994,rare
Vengeance,4.0,W,Sorcery,,por,1997,uncommon
Buried Ruin,0.0,,Land,,m12,2011,uncommon
Sunpetal Grove,0.0,"G,W",Land,,m10,2009,rare
Eusocial Engineering,5.0,G,Enchantment,,eoe,2025,uncommon
Windfall,3.0,U,Sorcery,,usg,1998,uncommon
Wrathful Red Dragon,5.0,R,Creature,Dragon,pclb,2022,rare
Destiny Spinner,2.0,G,"Enchantment,Creature",Human,thb,2020,uncommon
"Mangara, the Diplomat",4.0,W,"Legendary,Creature","Human,Cleric",m21,2020,mythic
Zombie Master,3.0,B,Creature,Zombie,lea,1993,rare
"Alena, Kessig Trapper",5.0,R,"Legendary,Creature","Human,Scout",cmr,2020,uncommon
Beast Attack,5.0,G,Instant,,ody,2001,uncommon
Hopeful Initiate,1.0,W,Creature,"Human,Warlock",pvow,2021,rare
Zuran Orb,0.0,,Artifact,,ice,1995,uncommon
Armored Pegasus,2.0,W,Creature,Pegasus,por,1997,common
Vindictive Lich,4.0,B,Creature,"Zombie,Wizard",c17,2017,rare
Kjeldoran Elite Guard,4.0,W,Creature,"Human,Soldier",ice,1995,uncommon
Might Sliver,5.0,G,Creature,Sliver,tsp,2006,uncommon
Pillage,3.0,R,Sorcery,,all,1996,uncommon
Neverwinter Dryad,1.0,G,Creature,Dryad,afr,2021,common
Shenanigans,2.0,R,Sorcery,,mh1,2019,common
Nephalia,0.0,,Plane,Innistrad,opc2,2012,common
Old-Growth Troll,3.0,G,Creature,"Troll,Warrior",khm,2021,rare
Personal Incarnation,6.0,W,Creature,"Avatar,Incarnation",lea,1993,rare
Graven Cairns,0.0,"B,R",Land,,fut,2007,rare
Fiery Confluence,4.0,R,Sorcery,,c15,2015,rare
Goblin Offensive,3.0,R,Sorcery,,usg,1998,uncommon
Lurking Informant,2.0,"B,U",Creature,"Human,Rogue",rav,2005,common
Brokers Ascendancy,3.0,"G,U,W",Enchantment,,psnc,2022,rare
Grove Rumbler,4.0,"G,R",Creature,Elemental,bfz,2015,uncommon
Dimir Aqueduct,0.0,"B,U",Land,,rav,2005,common
Dusk Charger,4.0,B,Creature,Horse,rix,2018,common
Knight of the Widget,3.0,W,"Artifact,Creature","Cyborg,Knight",ust,2017,uncommon
Unruly Mob,2.0,W,Creature,Human,isd,2011,common
Ferocious Zheng,4.0,G,Creature,"Cat,Beast",gs1,2018,common
Overcome,5.0,G,Sorcery,,hou,2017,uncommon
Aether Spike,2.0,U,Instant,,mh3,2024,common
Basic Conjuration,3.0,G,Sorcery,Lesson,pstx,2021,rare
Ichor Wellspring,2.0,,Artifact,,mbs,2011,common
Shattered Angel,5.0,W,Creature,"Phyrexian,Angel",nph,2011,uncommon
Celestial Ancient,5.0,W,Creature,Elemental,dis,2006,rare
Gravebreaker Lamia,5.0,B,"Enchantment,Creature","Snake,Lamia",pthb,2020,rare
Verdurous Gearhulk,5.0,G,"Artifact,Creature",Construct,kld,2016,mythic
Memory Lapse // Memory Lapse,0.0,,"Card,//,Card",,astx,2021,common
Coastline Chimera,4.0,"U,W",Creature,Chimera,ths,2013,common
Scathe Zombies,3.0,B,Creature,Zombie,lea,1993,common
Harrow,3.0,G,Instant,,tmp,1997,uncommon
Tuinvale Guide,4.0,W,Creature,"Faerie,Scout",woe,2023,common
Drover of the Mighty,2.0,G,Creature,"Human,Druid",xln,2017,uncommon
Ayara's Oathsworn,2.0,B,Creature,"Human,Knight",mat,2023,rare
Garruk Wildspeaker,4.0,G,"Legendary,Planeswalker",Garruk,lrw,2007,rare
Ripples of Undeath,2.0,B,Enchantment,,mh3,2024,rare
Fierce Invocation,5.0,R,Sorcery,,ugin,2015,common
"Gerrard, Weatherlight Hero",4.0,"R,W","Legendary,Creature","Human,Soldier",c19,2019,rare
Humble,2.0,W,Instant,,usg,1998,uncommon
Ranger's Guile,1.0,G,Instant,,isd,2011,common
Crushing Canopy,3.0,G,Instant,,xln,2017,common
Fire-Lit Thicket,0.0,"G,R",Land,,shm,2008,rare
Gather Courage,1.0,G,Instant,,rav,2005,common
Standing Troops,3.0,W,Creature,"Human,Soldier",exo,1998,common
Calamity's Wake,2.0,W,Instant,,bro,2022,uncommon
Cloudfin Raptor,1.0,U,Creature,"Bird,Mutant",gtc,2013,common
"Vraan, Executioner Thane",2.0,B,"Legendary,Creature","Phyrexian,Vampire",one,2023,rare
Cremate,1.0,B,Instant,,inv,2000,uncommon
Word of Command,2.0,B,Instant,,lea,1993,rare
Bog Wraith,4.0,B,Creature,Wraith,lea,1993,uncommon
"Danitha Capashen, Paragon",3.0,W,"Legendary,Creature","Human,Knight",pdom,2018,uncommon
Drudge Skeletons,2.0,B,Creature,Skeleton,lea,1993,common
"Rosnakht, Heir of Rohgahh",1.0,R,"Legendary,Creature","Kobold,Warrior",dmc,2022,rare
Ardent Plea,3.0,"U,W",Enchantment,,arb,2009,uncommon
Team Acceleration,2.0,G,Sorcery,,unk,2025,uncommon
Priest of Iroas,1.0,"R,W",Creature,"Human,Cleric",ths,2013,common
Professor Onyx,6.0,B,"Legendary,Planeswalker",Liliana,stx,2021,mythic
Urza's Sylex,3.0,W,"Legendary,Artifact",,pbro,2022,mythic
"Kykar, Wind's Fury",4.0,"R,U,W","Legendary,Creature","Bird,Wizard",pm20,2019,mythic
"Idris, Soul of the TARDIS",3.0,"R,U","Legendary,Creature","Human,Incarnation",who,2023,rare
Skyclave Cleric // Skyclave Basilica,2.0,W,Creature,"Kor,Cleric,//,Land",znr,2020,uncommon
Blot Out the Sky,2.0,"B,W",Sorcery,,stx,2021,mythic
"Shadow, Mysterious Assassin // Shadow, Mysterious Assassin",0.0,,"Card,//,Card",,afin,2025,common
Horizon Canopy,0.0,"G,W",Land,,fut,2007,rare
Grand Arbiter Augustin IV,4.0,"U,W","Legendary,Creature","Human,Advisor",dis,2006,rare
The Monarch,0.0,,Card,,tcn2,2016,common
Tiger Claws,3.0,G,Enchantment,Aura,mmq,1999,common
Reservoir Kraken,4.0,U,Creature,Kraken,snc,2022,rare
Deep Analysis,4.0,U,Sorcery,,tor,2002,common
Storm-Kiln Artist,4.0,R,Creature,"Dwarf,Shaman",stx,2021,uncommon
Undead Warchief,4.0,B,Creature,Zombie,scg,2003,uncommon
Gliding Licid,3.0,U,Creature,Licid,sth,1998,uncommon
"Cid, Timeless Artificer",4.0,"U,W","Legendary,Creature","Human,Artificer",fin,2025,uncommon
Index,1.0,U,Sorcery,,apc,2001,common
Knightly Valor // Knightly Valor,0.0,,"Card,//,Card",,awoe,2023,common
Aggravated Assault,3.0,R,Enchantment,,ons,2002,rare
"Minsc & Boo, Timeless Heroes",4.0,"G,R","Legendary,Planeswalker",Minsc,clb,2022,mythic
Flare of Denial,3.0,U,Instant,,mh3,2024,rare
Chainer's Edict,2.0,B,Sorcery,,tor,2002,uncommon
Lhurgoyf,4.0,G,Creature,Lhurgoyf,ice,1995,rare
Flying Carpet,4.0,,Artifact,,arn,1993,uncommon
Exclude,3.0,U,Instant,,inv,2000,common
Assimilation Aegis,3.0,"U,W",Artifact,Equipment,otj,2024,mythic
"Elspeth, Knight-Errant Emblem",0.0,,Emblem,Elspeth,tmma,2013,common
Mycoloth,5.0,G,Creature,Fungus,ala,2008,rare
Eye of Yawgmoth,3.0,,Artifact,,nem,2000,rare
Valiant Changeling,7.0,W,Creature,Shapeshifter,mh1,2019,uncommon
"Jor Kadeen, First Goldwarden",2.0,"R,W","Legendary,Creature","Human,Rebel",one,2023,rare
Nimble Larcenist,3.0,"B,U,W",Creature,"Bird,Rogue",snc,2022,uncommon
Ember-Fist Zubera,2.0,R,Creature,"Zubera,Spirit",chk,2004,common
Solitude,5.0,W,Creature,"Elemental,Incarnation",pmh2,2021,mythic
Intrude on the Mind,5.0,U,Instant,,pmkm,2024,mythic
Weaponized Scrap,4.0,,"Artifact,Creature",Construct,cmb1,2019,rare
"Satsuki, the Living Lore",2.0,"G,W","Legendary,Creature","Human,Druid",neo,2022,rare
Vanquish the Horde,8.0,W,Sorcery,,mid,2021,rare
"Toski, Bearer of Secrets",4.0,G,"Legendary,Creature",Squirrel,khm,2021,rare
Devour Flesh,2.0,B,Instant,,gtc,2013,common
Brotherhood Spy,2.0,U,Creature,"Human,Assassin",acr,2024,uncommon
Mirkwood Elk,6.0,G,Creature,Elk,ltc,2023,rare
Western Paladin,4.0,B,Creature,"Phyrexian,Zombie,Knight",usg,1998,rare
Secret Plans,2.0,"G,U",Enchantment,,ktk,2014,uncommon
Spider,0.0,G,"Token,Creature",Spider,tshm,2008,common
Hedge Shredder,4.0,G,Artifact,Vehicle,dsk,2024,rare
Prized Elephant,4.0,"G,W",Creature,Elephant,m13,2012,uncommon
Pikemen,2.0,W,Creature,"Human,Soldier",drk,1994,common
Explosive Vegetation,4.0,G,Sorcery,,ons,2002,uncommon
Information Booth,0.0,,Artifact,Attraction,unf,2022,uncommon
Magmaw,5.0,R,Creature,Elemental,roe,2010,rare
"Niv-Mizzet, the Firemind",6.0,"R,U","Legendary,Creature","Dragon,Wizard",gpt,2006,rare
Opt,1.0,U,Instant,,inv,2000,common
Night of Souls' Betrayal,4.0,B,"Legendary,Enchantment",,chk,2004,rare
Steadfast Unicorn,1.0,W,Creature,Unicorn,clb,2022,common
Errantry,2.0,R,Enchantment,Aura,ice,1995,common
Stinging Lionfish,2.0,U,"Enchantment,Creature",Fish,thb,2020,uncommon
Imperial Seal,1.0,B,Sorcery,,ptk,1999,rare
Rude Awakening,5.0,G,Sorcery,,5dn,2004,rare
Torment of Scarabs,4.0,B,Enchantment,"Aura,Curse",hou,2017,uncommon
"Éowyn, Fearless Knight // Éowyn, Fearless Knight",0.0,,"Card,//,Card",,altr,2023,common
Blizzard Specter,4.0,"B,U","Snow,Creature",Specter,csp,2006,uncommon
Nature's Rhythm,2.0,G,Sorcery,,ptdm,2025,rare
Aboleth Spawn,3.0,U,Creature,"Fish,Horror",clb,2022,rare
Canyon Wildcat,2.0,R,Creature,Cat,tmp,1997,common
"Buxton, Decorated Host",6.0,"G,W","Legendary,Creature","Rabbit,Noble",yblb,2024,mythic
Pull Under,6.0,B,Instant,Arcane,chk,2004,common
"Oko, Thief of Crowns",3.0,"G,U","Legendary,Planeswalker",Oko,peld,2019,mythic
Carnival Elephant Meteor,0.0,,Stickers,,sunf,2022,common
"Koth, Fire of Resistance",4.0,R,"Legendary,Planeswalker",Koth,pone,2023,rare
"Yarus, Roar of the Old Gods",4.0,"G,R","Legendary,Creature","Centaur,Druid",pmkm,2024,rare
The Wretched,5.0,B,Creature,Demon,leg,1994,rare
Drakewing Krasis,3.0,"G,U",Creature,"Lizard,Drake",gtc,2013,common
Reaper of the Wilds,4.0,"B,G",Creature,Gorgon,ths,2013,rare
Overwhelm,7.0,G,Sorcery,,psal,2005,uncommon
"Kess, Dissident Mage",4.0,"B,R,U","Legendary,Creature","Human,Wizard",pz2,2016,mythic
One with the Machine,4.0,U,Sorcery,,pm19,2018,rare
Shambling Remains,3.0,"B,R",Creature,"Zombie,Horror",con,2009,uncommon
Die Young,2.0,B,Sorcery,,kld,2016,common
"Kellan, Daring Traveler // Journey On",2.0,"G,W","Legendary,Creature","Human,Faerie,Scout,//,Sorcery,—,Adventure",lci,2023,rare
Vraska's Fall,3.0,B,Instant,,one,2023,common
Breath Weapon,3.0,R,Instant,,clb,2022,common
Will-Forged Golem,6.0,,"Artifact,Creature",Golem,m15,2014,common
Bojuka Bog,0.0,B,Land,,wwk,2010,common
Viashino Sandstalker,3.0,R,Creature,"Lizard,Warrior",mgb,1996,rare
Nissa's Pilgrimage,3.0,G,Sorcery,,ori,2015,common
"Chandra, Dressed to Kill Emblem",0.0,,Emblem,,tvow,2021,common
Braulios of Pheres Band,5.0,G,"Legendary,Creature","Centaur,Scout",j25,2024,uncommon
Green Sun's Zenith,1.0,G,Sorcery,,mbs,2011,rare
Timely Interference,1.0,"R,U",Instant,,dmu,2022,common
Fealty to the Realm,5.0,U,Enchantment,Aura,ltc,2023,rare
Meekstone,1.0,,Artifact,,lea,1993,rare
Force of Vigor,4.0,G,Instant,,mh1,2019,rare
Spiteful Returned,2.0,B,"Enchantment,Creature",Zombie,bng,2014,uncommon
Scaled Behemoth,6.0,G,Creature,Crocodile,akh,2017,uncommon
Predatory Nightstalker,5.0,B,Creature,Nightstalker,p02,1998,uncommon
Dragonkin Berserker,2.0,R,Creature,"Human,Berserker",pkhm,2021,rare
Planewide Disaster,0.0,,Phenomenon,,opc2,2012,common
"Boseiju, Who Shelters All",0.0,,"Legendary,Land",,chk,2004,rare
Goblin Tomb Raider,1.0,R,Creature,"Goblin,Pirate",lci,2023,common
Dune Diviner,3.0,G,Creature,"Snake,Cleric",hou,2017,uncommon
Saruman of Many Colors,6.0,"B,U,W","Legendary,Creature","Avatar,Wizard",ltr,2023,mythic
Crashing Drawbridge,2.0,,"Artifact,Creature",Wall,eld,2019,common
Thallid,1.0,G,Creature,Fungus,fem,1994,common
Cryptic Command,4.0,U,Instant,,lrw,2007,rare
Wizard's Spellbook,7.0,U,Artifact,,pafr,2021,rare
Blighted Agent,2.0,U,Creature,"Phyrexian,Human,Rogue",nph,2011,common
Minds Aglow,1.0,U,Sorcery,,cmd,2011,rare
"Gonti, Lord of Luxury",4.0,B,"Legendary,Creature","Aetherborn,Rogue",kld,2016,rare
Undead Butler,2.0,B,Creature,Zombie,vow,2021,uncommon
Evermind,0.0,U,Instant,Arcane,sok,2005,uncommon
Seeker of the Way,2.0,W,Creature,"Human,Warrior",ktk,2014,uncommon
Grim Haruspex,3.0,B,Creature,"Human,Wizard",pktk,2014,rare
Rag Man,4.0,B,Creature,"Human,Minion",drk,1994,rare
Relentless Hunter,3.0,"G,R",Creature,"Human,Warrior",ogw,2016,uncommon
"Noyan Dar, Roil Shaper",5.0,"U,W","Legendary,Creature","Merfolk,Ally",bfz,2015,rare
Sentry of the Underworld,5.0,"B,W",Creature,"Griffin,Skeleton",ths,2013,uncommon
Ivy Seer,4.0,G,Creature,"Elf,Wizard",uds,1999,uncommon
Sightless Ghoul,4.0,B,Creature,"Zombie,Soldier",dka,2012,common
Jokulhaups,6.0,R,Sorcery,,ice,1995,rare
"Gavi, Nest Warden",5.0,"R,U,W","Legendary,Creature","Human,Shaman",oc20,2020,mythic
Bottle Gnomes,3.0,,"Artifact,Creature",Gnome,tmp,1997,uncommon
Frog Lizard,0.0,G,"Token,Creature","Frog,Lizard",tgtc,2013,common
Field of Souls,4.0,W,Enchantment,,tmp,1997,rare
Sacred White Deer,2.0,G,Creature,Elk,gs1,2018,uncommon
Pillar of Light,3.0,W,Instant,,m15,2014,common
Stormsplitter,4.0,R,Creature,"Otter,Wizard",pblb,2024,mythic
Jungle Hollow,0.0,"B,G",Land,,ktk,2014,common
Enduring Innocence // Enduring Innocence,0.0,,"Card,//,Card",,adsk,2024,common
Grotesque Mutation,2.0,B,Instant,,soi,2016,common
Disdainful Stroke,2.0,U,Instant,,ktk,2014,common
Soul Collector,5.0,B,Creature,Vampire,pscg,2003,rare
Nullpriest of Oblivion,2.0,B,Creature,"Vampire,Cleric",pznr,2020,rare
Gandalf the White,5.0,W,"Legendary,Creature","Avatar,Wizard",pltr,2023,mythic
Conformer Shuriken,2.0,,"Legendary,Artifact",Equipment,fic,2025,rare
Dauthi Marauder,3.0,B,Creature,"Dauthi,Minion",tmp,1997,common
Emeria Angel,4.0,W,Creature,Angel,zen,2009,rare
Giant,0.0,R,"Token,Creature",Giant,ttsr,2021,common
Dragonlord Ojutai,5.0,"U,W","Legendary,Creature","Elder,Dragon",pdtk,2015,mythic
Vendilion Clique,3.0,U,"Legendary,Creature","Faerie,Wizard",mor,2008,rare
"Jin-Gitaxias, Progress Tyrant",7.0,U,"Legendary,Creature","Phyrexian,Praetor",neo,2022,mythic
Nip Gwyllion,1.0,"B,W",Creature,Hag,eve,2008,common
Assault Intercessor,3.0,"B,W",Creature,"Astartes,Warrior",40k,2022,rare
Agatha's Soul Cauldron,2.0,,"Legendary,Artifact",,woe,2023,mythic
Bravado,2.0,R,Enchantment,Aura,usg,1998,common
Isperia's Skywatch,6.0,U,Creature,"Vedalken,Knight",rtr,2012,common
Mardu Heart-Piercer,4.0,R,Creature,"Human,Archer",ddn,2014,uncommon
Sterling Keykeeper,2.0,W,Creature,"Human,Mercenary",otj,2024,common
Drop Tower,0.0,,Artifact,Attraction,unf,2022,common
Maelstrom Pulse,3.0,"B,G",Sorcery,,arb,2009,rare
Hobbit's Sting,2.0,W,Instant,,ltr,2023,common
Sphere of Annihilation,1.0,B,Artifact,,pafr,2021,rare
Rise from the Grave,5.0,B,Sorcery,,m10,2009,uncommon
Sneak Attack,4.0,R,Enchantment,,usg,1998,rare
Ephemerate // Ephemerate,0.0,,"Card,//,Card",,amh1,2019,common
Serendib Efreet,3.0,U,Creature,Efreet,arn,1993,rare
Sphere of Resistance,2.0,,Artifact,,exo,1998,rare
Pegasus,0.0,W,"Token,Creature",Pegasus,tugl,1998,common
Blossoming Sands,0.0,"G,W",Land,,ktk,2014,common
Dawn of a New Age,2.0,W,Enchantment,,ltr,2023,mythic
Extinguish the Light,4.0,B,Instant,,dmu,2022,common
Tyvar the Bellicose,4.0,"B,G","Legendary,Creature","Elf,Warrior",mat,2023,mythic
"Miirym, Sentinel Wyrm",6.0,"G,R,U","Legendary,Creature","Dragon,Spirit",pclb,2022,rare
"Isshin, Two Heavens as One",3.0,"B,R,W","Legendary,Creature","Human,Samurai",pneo,2022,rare
"Heliod, Sun-Crowned",3.0,W,"Legendary,Enchantment,Creature",God,thb,2020,mythic
Hour of Revelation,6.0,W,Sorcery,,hou,2017,rare
Thorned Moloch,3.0,R,Creature,Lizard,hou,2017,common
Lantern of Insight,1.0,,Artifact,,5dn,2004,uncommon
Lifespring Druid,3.0,G,Creature,"Elf,Druid",bfz,2015,common
Scheming Symmetry,1.0,B,Sorcery,,m20,2019,rare
Drown in the Loch,2.0,"B,U",Instant,,eld,2019,uncommon
Silverquill Silencer,2.0,"B,W",Creature,"Human,Cleric",stx,2021,rare
Clockspinning,1.0,U,Instant,,tsp,2006,common
"Truss, Chief Engineer",2.0,"B,U","Legendary,Creature","Vedalken,Rogue,Employee",unf,2022,rare
Rorix Bladewing,6.0,R,"Legendary,Creature",Dragon,ons,2002,rare
Noxious Dragon,6.0,B,Creature,Dragon,frf,2015,uncommon
Arcane Signet,2.0,,Artifact,,eld,2019,common
Mistmeadow Witch,2.0,"U,W",Creature,"Kithkin,Wizard",shm,2008,uncommon
Elf Druid,0.0,G,"Token,Creature","Elf,Druid",tc14,2014,common
Currency Converter,1.0,,Artifact,,ncc,2022,rare
Krosan Tusker,7.0,G,Creature,"Boar,Beast",ons,2002,common
Merfolk Seastalkers,4.0,U,Creature,"Merfolk,Scout",zen,2009,uncommon
The Rani,4.0,"B,R,U","Legendary,Creature","Time,Lord,Scientist",who,2023,rare
"Rusko, Clockmaker",4.0,"B,U","Legendary,Creature","Human,Artificer",ybro,2022,rare
Darkstar Augur,3.0,B,"Token,Creature","Bat,Warlock",tblb,2024,common
Haunted Ridge,0.0,"B,R",Land,,pmid,2021,rare
Soldier,0.0,W,"Token,Creature",Soldier,tugl,1998,common
"Oathkeeper, Takeno's Daisho",3.0,,"Legendary,Artifact",Equipment,chk,2004,rare
Magma Sliver,4.0,R,Creature,Sliver,lgn,2003,rare
Hymn to Tourach,2.0,B,Sorcery,,fem,1994,common
Gilded Light,2.0,W,Instant,,scg,2003,uncommon
Dictate of Kruphix,3.0,U,Enchantment,,pjou,2014,rare
An Incident Has Occurred,2.0,G,Sorcery,,unf,2022,common
Swiftfoot Boots,2.0,,Artifact,Equipment,m12,2011,uncommon
"Pippin, Warden of Isengard",2.0,"B,G","Legendary,Creature","Halfling,Advisor",ltc,2023,rare
Timid Drake,3.0,U,Creature,Drake,wth,1997,uncommon
Evolving Door,3.0,G,Artifact,,snc,2022,rare
Timetwister,3.0,U,Sorcery,,lea,1993,rare
Oketra's Monument,3.0,,"Legendary,Artifact",,akh,2017,uncommon
Earthquake,1.0,R,Sorcery,,lea,1993,rare
Purphoros's Intervention,1.0,R,Sorcery,,pthb,2020,rare
Academic Probation,2.0,W,Sorcery,Lesson,pstx,2021,rare
Lightwalker,2.0,W,Creature,"Human,Warrior",dtk,2015,common
Fervent Champion,1.0,R,Creature,"Human,Knight",peld,2019,rare
"Dwynen, Gilt-Leaf Daen",4.0,G,"Legendary,Creature","Elf,Warrior",ori,2015,rare
Angler Turtle,7.0,U,Creature,Turtle,g18,2018,rare
Everflowing Chalice,0.0,,Artifact,,wwk,2010,uncommon
Grotag Siege-Runner,2.0,R,Creature,"Goblin,Rogue",roe,2010,common
"Adriana, Captain of the Guard",5.0,"R,W","Legendary,Creature","Human,Knight",cn2,2016,rare
Battle Squadron,5.0,R,Creature,Goblin,mmq,1999,rare
